BS_parsed.txt
zi	Preinitial1	Preinitial 2	Obstruent contact	Initial	A/B type	Medial	Nucleus	Final	Postcoda *-ʔ	Postcoda *-s		Source	
戰	 			t		 	a 	r 		s 		B&SOC2015-10-13	
張	C- 			t		r 	a 	ŋ 	 			B&SOC2015-10-13	
章	 			t		 	a 	ŋ 	 			B&SOC2015-10-13	
獐	 			t		 	a 	ŋ 	 			B&SOC2015-10-13	
璋	 			t		 	a 	ŋ 	 			B&SOC2015-10-13	
長	 			t		r 	a 	ŋ 	ʔ 			B&SOC2015-10-13	
掌	k- 			t		 	a 	ŋ 	ʔ 			B&SOC2015-10-13	
丈	 			d		r 	a 	ŋ 	ʔ 			B&SOC2015-10-13	
帳	 			t		r 	a 	ŋ 		s 		B&SOC2015-10-13	
啁	 			t	ˤ	r 	i	w 	 			B&SOC2015-10-13	
朝	 			t		r 	a	w 	 			B&SOC2015-10-13	
昭	 			t		 	a	w 	 			B&SOC2015-10-13	
爪	 			ts	ˤ	r 	u 	 	ʔ 			B&SOC2015-10-13	
㕚	 			ts	ˤ	r 	u 	 	ʔ 			B&SOC2015-10-13	
沼	 			t		 	a	w 	ʔ 			B&SOC2015-10-13	
濯	 			l	ˤ	r 	e	wk 		s 		B&SOC2015-10-13	
櫂	 			l	ˤ	r 	e	wk 		s 		B&SOC2015-10-13	
趙	 			d		r 	e	w 	ʔ 			B&SOC2015-10-13	
兆	 			l		r 	a	w 	ʔ 			B&SOC2015-10-13	
召	 			d		r 	a	w 		s 		B&SOC2015-10-13	
罩				t	ˤ	r 	a	wk 		s 		B&SOC2015-10-13	
炤	 			t		 	a	w 		s 		B&SOC2015-10-13	
照	 			t		 	a	w 		s 		B&SOC2015-10-13	
詔	 			t		 	a	w 		s 		B&SOC2015-10-13	
遮	 			t		 	A 	 	 			B&SOC2015-10-13	
謫	m- 			t	ˤ	r 	e 	k 	 			B&SOC2015-10-13	
蟄	 			d		r 	i 	p 	 			B&SOC2015-10-13	
轍	 			d		r 	e 	t 	 			B&SOC2015-10-13	
慹	 			n	ˤ	 	i 	p 	 			B&SOC2015-10-13	
輒	t- 			n	ˤ	 	e 	p 	 			B&SOC2015-10-13	
乇	 			t	ˤ	r 	a 	k 	 			B&SOC2015-10-13	
謫	C- 			t	ˤ	r 	e 	k 	 			B&SOC2015-10-13	
輒	 			t		r 	e 	p 	 			B&SOC2015-10-13	
耴	t- 			n		r 	e 	p 	 			B&SOC2015-10-13	
哲	 			t		r 	e 	t 	 			B&SOC2015-10-13	
悊	 			t		r 	e 	t 	 			B&SOC2015-10-13	
晢	 			t		 	a 	t 		s 		B&SOC2015-10-13	
懾	t- 			n		 	e 	p 	 			B&SOC2015-10-13	
慹	t- 			n		 	e 	p 	 			B&SOC2015-10-13	
晢	 			t		 	a 	t 	 			B&SOC2015-10-13	
折	 			t		 	e 	t 	 			B&SOC2015-10-13	
者	 			t		 	A 	 	ʔ 			B&SOC2015-10-13	
赭	 			t		 	A 	 	ʔ 			B&SOC2015-10-13	
柘	 			t		 	A 	k 		s 		B&SOC2015-10-13	
蔗	 			t		 	A 	k 		s 		B&SOC2015-10-13	
椹	 			t		r 	ə 	m 	 			B&SOC2015-10-13	
珍	 			t		r 	ə 	n 	 			B&SOC2015-10-13	
貞	 			t		r 	e 	ŋ 	 			B&SOC2015-10-13	
貞	 			t		r 	e 	ŋ 	 			B&SOC2015-10-13	
蓁	 			ts		r 	i 	n 	 			B&SOC2015-10-13	
榛	 			ts		r 	i 	n 	 			B&SOC2015-10-13	
箴	t- 			k		 	ə 	m 	 			B&SOC2015-10-13	
鍼	t- 			k		 	ə 	m 	 			B&SOC2015-10-13	
針	t- 			k		 	ə 	m 	 			B&SOC2015-10-13	
斟	t- 			q		 	ə 	m 	 			B&SOC2015-10-13	
甄	t- 			q		 	i 	n 	 			B&SOC2015-10-13	
真	 			t		 	i 	n 	 			B&SOC2015-10-13	
縝	 			t		 	i 	n 	 			B&SOC2015-10-13	
振	 			t		 	ə 	r 	 			B&SOC2015-10-13	
診	m- 			t		r 	ə 	n 	ʔ	s 		B&SOC2015-10-13	
辴	 			tʰ		r 	ə 	r 	 			B&SOC2015-10-13	
辴	 			tʰ		r 	ə 	r 	ʔ 			B&SOC2015-10-13	
枕	t- 			k		 	ə 	m 	ʔ 			B&SOC2015-10-13	
㐱	 			t		 	ə 	n 	ʔ 			B&SOC2015-10-13	
稹	 			t		 	i 	n 	ʔ 			B&SOC2015-10-13	
鬒	 			t		 	i 	n 	ʔ 			B&SOC2015-10-13	
畛	 			t		 	ə 	n 	ʔ 			B&SOC2015-10-13	
袗	 			t		 	ə 	n 	ʔ 			B&SOC2015-10-13	
軫	 			t		 	ə 	n 	ʔ 			B&SOC2015-10-13	
診	 			t		 	ə 	n 	ʔ 			B&SOC2015-10-13	
朕	 			l		r 	ə 	m 	ʔ 			B&SOC2015-10-13	
酖	 			l		r 	ə 	m 		s 		B&SOC2015-10-13	
鴆	 			l		r 	ə 	m 		s 		B&SOC2015-10-13	
陣	 			l		r 	i 	n 		s 		B&SOC2015-10-13	
疹	 			tʰ		r 	ə 	n 		s 		B&SOC2015-10-13	
鎮	 			t		r 	i 	n 		s 		B&SOC2015-10-13	
枕	t- 			k		 	ə 	m 	ʔ	s 		B&SOC2015-10-13	
振	 			t		 	ə 	r 		s 		B&SOC2015-10-13	
震	 			t		 	ə 	r 		s 		B&SOC2015-10-13	
崢	 			dz	ˤ	r 	e 	ŋ 	 			B&SOC2015-10-13	
丁	 			t	ˤ	r 	e 	ŋ 	 			B&SOC2015-10-13	
徵	 			t		r 	ə 	ŋ 	 			B&SOC2015-10-13	
爭	 			ts	ˤ	r 	e 	ŋ 	 			B&SOC2015-10-13	
烝	 			t		 	ə 	ŋ 	 			B&SOC2015-10-13	
脀	 			t		 	ə 	ŋ 	 			B&SOC2015-10-13	
蒸	 			t		 	ə 	ŋ 	 			B&SOC2015-10-13	
正	C- 			t		 	e 	ŋ 	 			B&SOC2015-10-13	
征	 			t		 	e 	ŋ 	 			B&SOC2015-10-13	
撜	 			t		 	ə 	ŋ 	ʔ 			B&SOC2015-10-13	
拯	 			t		 	ə 	ŋ 	ʔ 			B&SOC2015-10-13	
抍	 			t		 	ə 	ŋ 	ʔ 			B&SOC2015-10-13	
整	 			t		 	e 	ŋ 	ʔ 			B&SOC2015-10-13	
鄭	 			d		r 	e 	ŋ 		s 		B&SOC2015-10-13	
證	 			t		 	ə 	ŋ 		s 		B&SOC2015-10-13	
正	 			t		 	e 	ŋ 		s 		B&SOC2015-10-13	
政	 			t		 	e 	ŋ 		s 		B&SOC2015-10-13	
証	 			t		 	e 	ŋ 		s 		B&SOC2015-10-13	
知	 			t		r 	e 	 	 			B&SOC2015-10-13	
蜘	 			t		r 	e 	 	 			B&SOC2015-10-13	
之				t		 	ə 	 	 			B&SOC2015-10-13	
脂	 			k		 	i	j 	 			B&SOC2015-10-13	
織	 			t		 	ə 	k 	 			B&SOC2015-10-13	
汁	t- 			k		 	ə 	p 	 			B&SOC2015-10-13	
支	 			k		 	e 	 	 			B&SOC2015-10-13	
枝	 			k		 	e 	 	 			B&SOC2015-10-13	
肢	 			k		 	e 	 	 			B&SOC2015-10-13	
胑	 			k		 	e 	 	 			B&SOC2015-10-13	
觶	 			t		 	a 	r 	 			B&SOC2015-10-13	
隻	 			t		 	e 	k 	 			B&SOC2015-10-13	
植	N- 			t		r 	ə 	k 		s 		B&SOC2015-10-13	
植	m- 			t		r 	ə 	k 		s 		B&SOC2015-10-13	
直	N- 			t		r 	ə 	k 	 			B&SOC2015-10-13	
躑	 			d		r 	e 	k 	 			B&SOC2015-10-13	
殖	N- 			t		 	ə 	k 	 			B&SOC2015-10-13	
埴	 			d		 	ə 	k 	 			B&SOC2015-10-13	
殖	m- 			t		 	ə 	k 	 			B&SOC2015-10-13	
植	m- 			t		 	ə 	k 	 			B&SOC2015-10-13	
稙	 			t		r 	ə 	k 	 			B&SOC2015-10-13	
縶	 			t		r 	i 	p 	 			B&SOC2015-10-13	
樴	 			t		 	ə 	k 	 			B&SOC2015-10-13	
職	 			t		 	ə 	k 	 			B&SOC2015-10-13	
執	 			t		 	i 	p 	 			B&SOC2015-10-13	
慹	t- 			n		 	i 	p 	 			B&SOC2015-10-13	
摭	 			t		 	A 	k 	 			B&SOC2015-10-13	
祉	 			tʰ		r 	ə 	 	ʔ 			B&SOC2015-10-13	
黹	 			t		r 	i	j 	ʔ 			B&SOC2015-10-13	
茝	t- 			q		 	ə 	 	ʔ 			B&SOC2015-10-13	
止				t		 	ə 	 	ʔ 			B&SOC2015-10-13	
趾				t		 	ə 	 	ʔ 			B&SOC2015-10-13	
旨	 			k		 	i	j 	ʔ 			B&SOC2015-10-13	
指	mə-			k		 	i	j 	ʔ 			B&SOC2015-10-13	
砥	 			t		 	i	j 	ʔ 			B&SOC2015-10-13	
紙	k- 			t		 	e 	 	ʔ 			B&SOC2015-10-13	
咫	 			k		 	e 	 	ʔ 			B&SOC2015-10-13	
豸	 			d	ˤ	r 	e 	 	ʔ 			B&SOC2015-10-13	
治	 			l		r 	ə 	 		s 		B&SOC2015-10-13	
值	m- 			t		r 	ə 	k 		s 		B&SOC2015-10-13	
雉	 			l		r 	i	j 	ʔ 			B&SOC2015-10-13	
稚	 			l		r 	ə	j 		s 		B&SOC2015-10-13	
稺	 			l		r 	ə	j 		s 		B&SOC2015-10-13	
豸	 			d		r 	e 	 	ʔ 			B&SOC2015-10-13	
滯	 			d		r 	a 	t 		s 		B&SOC2015-10-13	
彘	 			l		r 	a 	t 		s 		B&SOC2015-10-13	
置	 			t		r 	ə 	k 		s 		B&SOC2015-10-13	
疐	t- 			l		r 	i 	t 		s 		B&SOC2015-10-13	
質	 			t		r 	i 	p 		s 		B&SOC2015-10-13	
致	 			t		r 	i 	t 		s 		B&SOC2015-10-13	
陟	 			t		r 	ə 	k 	 			B&SOC2015-10-13	
窒	 			t		r 	i 	t 	 			B&SOC2015-10-13	
智	 			t		r 	e 	 		s 		B&SOC2015-10-13	
楖	 			ts		r 	i 	k 	 			B&SOC2015-10-13	
志				t		 	ə 	 		s 		B&SOC2015-10-13	
識	 			t		 	ə 	k 		s 		B&SOC2015-10-13	
誌	 			t		 	ə 	k 		s 		B&SOC2015-10-13	
摯	 			t		 	i 	p 		s 		B&SOC2015-10-13	
鷙	 			t		 	i 	p 		s 		B&SOC2015-10-13	
至	 			t		 	i 	t 		s 		B&SOC2015-10-13	
質	t- 			l		 	i 	t 	 			B&SOC2015-10-13	
炙	 			t		 	A 	k 		s 		B&SOC2015-10-13	
寘	 			k		 	e 	 		s 		B&SOC2015-10-13	
示	 			k		 	e 	 		s 		B&SOC2015-10-13	
瘈	 			k		 	e 	t 		s 		B&SOC2015-10-13	
狾	 			k		 	e 	t 		s 		B&SOC2015-10-13	
制	 			t		 	e 	t 		s 		B&SOC2015-10-13	
製	 			t		 	e 	t 		s 		B&SOC2015-10-13	
炙	 			t		 	A 	k 	 			B&SOC2015-10-13	
潨	N-	s- 		t	ˤ	 	u 	ŋ 	 			B&SOC2015-10-13	
中	 			t		r 	u 	ŋ 	 			B&SOC2015-10-13	
忠	 			t		r 	u 	ŋ 	 			B&SOC2015-10-13	
妐	t- 			q		 	o 	ŋ 	 			B&SOC2015-10-13	
鍾	 			t		 	o 	ŋ 	 			B&SOC2015-10-13	
鐘	 			t		 	o 	ŋ 	 			B&SOC2015-10-13	
終	 			t		 	u 	ŋ 	 			B&SOC2015-10-13	
螽	 			t		 	u 	ŋ 	 			B&SOC2015-10-13	
潨	 			t		 	u 	ŋ 	 			B&SOC2015-10-13	
冢	 			t		r 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
種	k- 			t		 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
腫	 			t		 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
重	N- 			t		r 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
重	N- 			t		r 	o 	ŋ 	ʔ	s 		B&SOC2015-10-13	
仲	N- 			t		r 	u 	ŋ 		s 		B&SOC2015-10-13	
中	 			t		r 	u 	ŋ 		s 		B&SOC2015-10-13	
種	mə-			t		 	o 	ŋ 	ʔ	s 		B&SOC2015-10-13	
眾	 			t		 	u 	ŋ 		s 		B&SOC2015-10-13	
周	 			t		 	i	w 	 			B&SOC2015-10-13	
舟	 			t		 	u 	 	 			B&SOC2015-10-13	
州	 			t		 	u 	 	 			B&SOC2015-10-13	
洲	 			t		 	u 	 	 			B&SOC2015-10-13	
粥	t- 			q		 	u 	k 	 			B&SOC2015-10-13	
鬻	t- 			q		 	u 	k 	 			B&SOC2015-10-13	
軸	 			l		r 	u 	k 	 			B&SOC2015-10-13	
疛	 			t		r 	u 	 	ʔ 			B&SOC2015-10-13	
肘	t- 			k		r 	u 	 	ʔ 			B&SOC2015-10-13	
帚	t-			p		 	ə 	 	ʔ 			B&SOC2015-10-13	
箒	t-			p		 	ə 	 	ʔ 			B&SOC2015-10-13	
紂	 			d		r 	u 	 	ʔ 			B&SOC2015-10-13	
酎	 			d		r 	u 	 	ʔ 			B&SOC2015-10-13	
冑	 			l		r 	u 	 		s 		B&SOC2015-10-13	
驟	N- 			ts	ˤ	r 	o 	 	ʔ	s 		B&SOC2015-10-13	
騶	m- 			ts	ˤ	r 	o 	k 		s 		B&SOC2015-10-13	
晝	 			t		r 	u 	k 		s 		B&SOC2015-10-13	
咮	 			t	ˤ	r 	o 	k 		s 		B&SOC2015-10-13	
皺	 			ts	ˤ	r 	o 	 		s 		B&SOC2015-10-13	
縐	 			ts	ˤ	r 	o 	 		s 		B&SOC2015-10-13	
祝	 			t		 	u 	k 		s 		B&SOC2015-10-13	
豬	 			t		r 	a 	 	 			B&SOC2015-10-13	
株	 			t		r 	o 	 	 			B&SOC2015-10-13	
蛛	 			t		r 	o 	 	 			B&SOC2015-10-13	
誅	 			t		r 	o 	 	 			B&SOC2015-10-13	
邾	 			t		r 	o 	 	 			B&SOC2015-10-13	
諸	 			t		 	a 	 	 			B&SOC2015-10-13	
朱	 			t		 	o 	 	 			B&SOC2015-10-13	
侏	 			t		 	o 	 	 			B&SOC2015-10-13	
逐	 			l		r 	i	wk 	 			B&SOC2015-10-13	
瘃	 			t		r 	o 	k 	 			B&SOC2015-10-13	
竹	 			t		r 	u 	k 	 			B&SOC2015-10-13	
燭	 			t		 	o 	k 	 			B&SOC2015-10-13	
朮	m- 			l		 	u 	t 	 			B&SOC2015-10-13	
褚	 			t		r 	a 	 	ʔ 			B&SOC2015-10-13	
拄	 			t		r 	o 	 	ʔ 			B&SOC2015-10-13	
壴	 			t		r 	o 	 	ʔ	s 		B&SOC2015-10-13	
煑	 			t		 	a 	 	ʔ 			B&SOC2015-10-13	
煮	 			t		 	a 	 	ʔ 			B&SOC2015-10-13	
䰞	 			t		 	a 	 	ʔ 			B&SOC2015-10-13	
渚	 			t		 	a 	 	ʔ 			B&SOC2015-10-13	
陼	 			t		 	a 	 	ʔ 			B&SOC2015-10-13	
屬	 			t		 	o 	k 	 			B&SOC2015-10-13	
斗	 			t		 	o 	 	ʔ 			B&SOC2015-10-13	
主	 			t		 	o 	 	ʔ 			B&SOC2015-10-13	
竚	m- 			t		r 	a 	 	ʔ 			B&SOC2015-10-13	
紵	mə-			d		r 	a 	 	ʔ 			B&SOC2015-10-13	
箸	 			d		r 	a 	k 		s 		B&SOC2015-10-13	
除	 			l		r 	a 	 		s 		B&SOC2015-10-13	
柱	m- 			t		r 	o 	 	ʔ 			B&SOC2015-10-13	
住	 			d		r 	o 	 	ʔ	s 		B&SOC2015-10-13	
助	 			dz		r 	a 	 		s 		B&SOC2015-10-13	
著	 			t		r 	a 	k 		s 		B&SOC2015-10-13	
注	 			t		r 	o 	 	ʔ	s 		B&SOC2015-10-13	
築	 			t		r 	u 	k 	 			B&SOC2015-10-13	
馵	 			t		 	o 	k 		s 		B&SOC2015-10-13	
鑄	 			t		 	u 	 		s 		B&SOC2015-10-13	
祝	 			t		 	u 	k 	 			B&SOC2015-10-13	
抓	 			ts	ˤ	r 	u 	 	 			B&SOC2015-10-13	
抓	 			ts	ˤ	r 	u 	 	ʔ 			B&SOC2015-10-13	
髽	 			ts	ˤ	r 	o	j 	 			B&SOC2015-10-13	
專	 			t		 	o 	n 	 			B&SOC2015-10-13	
轉	mə-			t		r 	o 	n 	ʔ 			B&SOC2015-10-13	
轉	 			t		r 	o 	n 	ʔ 			B&SOC2015-10-13	
傳	N- 			t		r 	o 	n 		s 		B&SOC2015-10-13	
撰	 			dz		r 	o 	n 	ʔ 			B&SOC2015-10-13	
傳	 			t		r 	o 	n 		s 		B&SOC2015-10-13	
妝	 			ts		r 	a 	ŋ 	 			B&SOC2015-10-13	
莊	 			ts		r 	a 	ŋ 	 			B&SOC2015-10-13	
撞	N- 			t	ˤ	r 	o 	ŋ 		s 		B&SOC2015-10-13	
狀	 			dz		r 	a 	ŋ 		s 		B&SOC2015-10-13	
壯	 			ts		r 	a 	ŋ 		s 		B&SOC2015-10-13	
追	 			t		r 	u	j 	 			B&SOC2015-10-13	
隹	 			t		 	u 	r 	 			B&SOC2015-10-13	
沝	 			t		 	u 	r 	ʔ 			B&SOC2015-10-13	
隊	m- 			l		r 	u 	t 		s 		B&SOC2015-10-13	
墜	m- 			l		r 	u 	t 		s 		B&SOC2015-10-13	
屯	 			t		r 	u 	n 	 			B&SOC2015-10-13	
淳	 			t		 	u 	r 	 			B&SOC2015-10-13	
淳	 			t		 	u 	r 	ʔ 			B&SOC2015-10-13	
準	 			t		 	u 	r 	ʔ 			B&SOC2015-10-13	
桌	 			t	ˤ	r 	a	wk 	 			B&SOC2015-10-13	
卓				t	ˤ	r 	a	wk 	 			B&SOC2015-10-13	
捉	 			ts	ˤ	r 	o 	k 	 			B&SOC2015-10-13	
拙	 			t		 	o 	t 	 			B&SOC2015-10-13	
濁	N- 			t	ˤ	r 	o 	k 	 			B&SOC2015-10-13	
擢	 			l	ˤ	r 	e	wk 	 			B&SOC2015-10-13	
濯	 			l	ˤ	r 	e	wk 	 			B&SOC2015-10-13	
著	m- 			t		r 	a 	k 	 			B&SOC2015-10-13	
躅	 			d		r 	o 	k 	 			B&SOC2015-10-13	
斲	Cə-			t	ˤ	r 	o 	k 	 			B&SOC2015-10-13	
啄	mə-			t	ˤ	r 	o 	k 	 			B&SOC2015-10-13	
著	 			t		r 	a 	k 	 			B&SOC2015-10-13	
叕	 			t		r 	o 	t 		s 		B&SOC2015-10-13	
叕	 			t		r 	o 	t 	 			B&SOC2015-10-13	
斮	 			ts		r 	a 	k 	 			B&SOC2015-10-13	
茁	s- 			k		r 	o 	t 	 			B&SOC2015-10-13	
繳	 			t		 	e	wk 	 			B&SOC2015-10-13	
斫	 			t		 	a 	k 	 			B&SOC2015-10-13	
勺	 			t		 	e	wk 	 			B&SOC2015-10-13	
酌	 			t		 	e	wk 	 			B&SOC2015-10-13	
滋				ts		 	ə 	 	 			B&SOC2015-10-13	
咨	 			ts		 	i	j 	 			B&SOC2015-10-13	
粢	 			ts		 	i	j 	 			B&SOC2015-10-13	
資	 			ts		 	i	j 	 			B&SOC2015-10-13	
諮	 			ts		 	i	j 	 			B&SOC2015-10-13	
齍	 			ts		 	i	j 	 			B&SOC2015-10-13	
緇	 			ts		r 	ə 	 	 			B&SOC2015-10-13	
梓				ts		 	ə 	 	ʔ 			B&SOC2015-10-13	
子				ts		 	ə 	 	ʔ 			B&SOC2015-10-13	
姊	 			ts		 	i	j 	ʔ 			B&SOC2015-10-13	
秭	 			ts		 	i	j 	ʔ 			B&SOC2015-10-13	
訾	s-	N- 		ts		 	e	j 	 			B&SOC2015-10-13	
字	mə-			dz		 	ə 	 	ʔ	s 		B&SOC2015-10-13	
自	s- 			b		 	i 	t 		s 		B&SOC2015-10-13	
柴	C- 			dz	ˤ	r 	e	j 	 			B&SOC2015-10-13	
恣	 			ts		 	i 	t 		s 		B&SOC2015-10-13	
從	 			ts		 	o 	ŋ 	 			B&SOC2015-10-13	
宗	 			ts	ˤ	 	u 	ŋ 	 			B&SOC2015-10-13	
緵	 			ts	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
稯	 			ts	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
豵	 			ts	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
緫	 			ts	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
揔	 			ts	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
總	 			ts	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
緫	 			ts	ˤ	 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
揔	 			ts	ˤ	 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
從	 			dz		 	o 	ŋ 		s 		B&SOC2015-10-13	
縱	 			ts		 	o 	ŋ 		s 		B&SOC2015-10-13	
綜	s- 			t	ˤ	 	u 	ŋ 		s 		B&SOC2015-10-13	
諏				ts		 	o 	 	 			B&SOC2015-10-13	
掫				ts		 	o 	 	 			B&SOC2015-10-13	
騶	 			ts	ˤ	r 	o 	 	 			B&SOC2015-10-13	
掫	 			ts	ˤ	r 	o 	 	 			B&SOC2015-10-13	
掫	 			ts	ˤ	r 	o 	 	ʔ 			B&SOC2015-10-13	
走				ts	ˤ	 	o 	 	ʔ 			B&SOC2015-10-13	
奏				ts	ˤ	 	o 	 	ʔ	s 		B&SOC2015-10-13	
族	 			dz	ˤ	 	o 	k 	 			B&SOC2015-10-13	
足	 			ts		 	o 	k 	 			B&SOC2015-10-13	
鏃	 			ts	ˤ	 	o 	k 	 			B&SOC2015-10-13	
卒	 			ts		 	u 	t 	 			B&SOC2015-10-13	
卒	 			ts	ˤ	 	u 	t 	 			B&SOC2015-10-13	
阻	 			ts		r 	a 	 	ʔ 			B&SOC2015-10-13	
祖				ts	ˤ	 	a 	 	ʔ 			B&SOC2015-10-13	
鑽	 			ts	ˤ	 	o 	r 	 			B&SOC2015-10-13	
纂	 			ts	ˤ	 	o 	n 	ʔ 			B&SOC2015-10-13	
䘒	 			ts	ˤ	 	u 	r 	 			B&SOC2015-10-13	
朘	 			ts	ˤ	 	u 	r 	 			B&SOC2015-10-13	
觜	 			ts		 	o	j 	ʔ 			B&SOC2015-10-13	
罪	 			dz	ˤ	 	u	j 	ʔ 			B&SOC2015-10-13	
最	 			ts	ˤ	 	o 	t 		s 		B&SOC2015-10-13	
醉	Cə-			ts		 	u 	t 		s 		B&SOC2015-10-13	
遵	 			ts		 	u 	n 	 			B&SOC2015-10-13	
尊	 			ts	ˤ	 	u 	n 	 			B&SOC2015-10-13	
樽	 			ts	ˤ	 	u 	n 	 			B&SOC2015-10-13	
昨	 			dz	ˤ	 	a 	k 	 			B&SOC2015-10-13	
左	 			ts	ˤ	 	a	j 	 			B&SOC2015-10-13	
左	 			ts	ˤ	 	a 	r 	 	s 		B&SOC2015-10-13	
佐	 			ts	ˤ	 	a 	r 	 	s 		B&SOC2015-10-13	
胙	 			dz	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
坐	 			dz	ˤ	 	o	j 	ʔ 			B&SOC2015-10-13	
坐	m- 			dz	ˤ	 	o	j 	ʔ 			B&SOC2015-10-13	
座	 			dz	ˤ	 	o	j 	ʔ	s 		B&SOC2015-10-13	
坐	 			dz	ˤ	 	o	j 	ʔ	s 		B&SOC2015-10-13	
作	 			ts	ˤ	 	a 	k 	 			B&SOC2015-10-13	
糳				ts	ˤ	 	a	wk 	 			B&SOC2015-10-13	
作	 			ts	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
													
砆				p		r 	a 					GDR2020-8-25	
玞				p		r 	a 					GDR2020-8-25	
鈇				p		r 	a 					GDR2020-8-25	
鳺				p		r 	a 					GDR2020-8-25	
芙	m- 			p		r 	a 					GDR2020-8-25	
枎	m- 			p		r 	a 					GDR2020-8-25	
蚨	m- 			p		r 	a 					GDR2020-8-25	
赋				p		r 	a 	 		s 		GDR2020-8-25	
賻				b		r 	a 		ʔ	s 		GDR2020-8-25	
溥				pʰ	ˤ	 	a 	 	ʔ 			GDR2020-8-25	
鯆				pʰ	ˤ	 	a 	 				GDR2020-8-25	
榑				b		r 	a 					GDR2020-8-25	
捕				b	ˤ		a 		ʔ	s		GDR2020-8-25	
莆				p		r	a 		ʔ			GDR2020-8-25	
黼				p		r	a 		ʔ			GDR2020-8-25	
旉				pʰ		r 	a 					GDR2020-8-25	
餔				b	ˤ		a 		ʔ	s		GDR2020-8-25	
蒱				b	ˤ		a 					GDR2020-8-25	
逋				p	ˤ		a 		ʔ			GDR2020-8-25	
圃				p	ˤ		a 		ʔ	s		GDR2020-8-25	
晡				p	ˤ		a 		ʔ			GDR2020-8-25	
酺				b		r	a 		ʔ			GDR2020-8-25	
鄜				pʰ		r						GDR2020-8-25	
葩				pʰ	ˤ	r	a 					GDR2020-8-25	
萉				b			ə	r	ʔ			GDR2020-8-25	
吧				pʰ	ˤ	r	a 					GDR2020-8-25	
皅				pʰ	ˤ	r	a 					GDR2020-8-25	
杷				p	ˤ	r 	a 					GDR2020-8-25	
芭				p	ˤ	r 	a 					GDR2020-8-25	
釜				p		r	a 		ʔ			GDR2020-8-25	
滏				p		r	a 		ʔ			GDR2020-8-25	
佈				p	ˤ		a 			s		GDR2020-8-25	
怖				pʰ	ˤ		a 			s		GDR2020-8-25	
普				pʰ	ˤ		a 		ʔ			GDR2020-8-25	
镨				p	ˤ		a 		ʔ			GDR2020-8-25	
鐠				p	ˤ		a 		ʔ			GDR2020-8-25	
譜				p	ˤ		a		ʔ			GDR2020-8-25	
趺				p		r	a					GDR2020-8-25	
䩉				p		r 	a 	 	ʔ 			GDR2020-8-25	
帕	p 			m	ˤ	r	a	t				GDR2020-8-25	
珀				pʰ	ˤ	r	a	k				GDR2020-8-25	
怕				pʰ	ˤ	r	a	k				GDR2020-8-25	
粕				pʰ	ˤ		a	k				GDR2020-8-25	
栢				p	ˤ		a	k				GDR2020-8-25	
竡				p	ˤ		a	k				GDR2020-8-25		
灞				p	ˤ	r	a	k		s		GDR2020-8-25	
猼				p	ˤ		a	k				GDR2020-8-25	
欂				p	ˤ		a	k				GDR2020-8-25	
簙				p	ˤ		a	k				GDR2020-8-25	
礡				p	ˤ		a	k				GDR2020-8-25	
尃				pʰ		r	a					GDR2020-8-25	
鎛				p	ˤ		a	k				GDR2020-8-25	
髆				p	ˤ		a	k				GDR2020-8-25	
礴				b	ˤ		a	k				GDR2020-8-25	
鑮				b	ˤ		a	k				GDR2020-8-25	
鑮				p	ˤ		a	k				GDR2020-8-25	
亳				b	ˤ		a	k				GDR2020-8-25	
肪	C-			p			a	ŋ				GDR2020-8-25	
肪				p			a	ŋ				GDR2020-8-25		
仿				pʰ			a	ŋ	ʔ 			GDR2020-8-25	
牥				p		r	a	ŋ	ʔ 	s		GDR2020-8-25	
邡				p		r	a	ŋ	ʔ 	s		GDR2020-8-25	
邡				pʰ			a	ŋ		s		GDR2020-8-25	
汸				p			a	ŋ	ʔ 			GDR2020-8-25	
倣				p			a	ŋ	ʔ 			GDR2020-8-25	
膀				b	ˤ		a	ŋ				GDR2020-8-25	
滂				pʰ	ˤ		a	ŋ				GDR2020-8-25	
騯				b	ˤ		a	ŋ				GDR2020-8-25	
騯				b	ˤ	r	a	ŋ				GDR2020-8-25	
騯	C-			b	ˤ	r	a	ŋ				GDR2020-8-25	
𠥓				p			a	ŋ				GDR2020-8-25	
𥛱				p	ˤ	r	a	ŋ				GDR2020-8-25	
怲				p		r	a	ŋ	ʔ 			GDR2020-8-25	
炳				p		r	a	ŋ	ʔ 			GDR2020-8-25	
輣				b	ˤ		a	ŋ				GDR2020-8-25	
衃				pʰ	ˤ		ə					GDR2020-8-25	
